filename|oai_dc:dc.dc:description.0|oai_dc:dc.dc:description.1|oai_dc:dc.dc:subject.0|oai_dc:dc.dc:subject.1|oai_dc:dc.dc:subject.10|oai_dc:dc.dc:subject.11|oai_dc:dc.dc:subject.12|oai_dc:dc.dc:subject.2|oai_dc:dc.dc:subject.3|oai_dc:dc.dc:subject.4|oai_dc:dc.dc:subject.5|oai_dc:dc.dc:subject.6|oai_dc:dc.dc:subject.7|oai_dc:dc.dc:subject.8|oai_dc:dc.dc:subject.9|oai_dc:dc@xmlns:dc|oai_dc:dc@xmlns:oai_dc|oai_dc:dc@xmlns:xsi|oai_dc:dc@xsi:schemaLocation|oai_dc:dcdc:coverage|oai_dc:dcdc:creator|oai_dc:dcdc:date|oai_dc:dcdc:format|oai_dc:dcdc:identifier|oai_dc:dcdc:publisher|oai_dc:dcdc:relation|oai_dc:dcdc:rights|oai_dc:dcdc:source|oai_dc:dcdc:subject|oai_dc:dcdc:title|oai_dc:dcdc:type
ROTH0488.xml|Document ID: roth0488|Photograph taken with a 3A Autographic Kodak folding camera.|Gregory Bald|"Albert Gordon ""Dutch"" Roth"|    |    |    |Harvey Broome|Great Smoky Mountains|Cades Cove|People and Groups|    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Gregory Bald|Albert Gordon (Dutch) Roth, 1890-1974|1931-05-24|Image/jpeg|http://idserver.utk.edu/?id=200300000002257|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1931, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Camp above Willie Meyer on the way to Gregory Bald."""|Image
ROTH0498.xml|Document ID: roth0498|Photograph taken with a 3A Autographic Kodak folding camera.|Wauchies Lookout|Cherokee National Forest|    |    |    |Structures -- General|    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Wauchies Lookout; Cherokee National Forest|Albert Gordon (Dutch) Roth, 1890-1974|1941-09-01|Image/jpeg|http://idserver.utk.edu/?id=200300000002267|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1941 Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Wauchies Lookout in the Cherokee National Forest."""|Image
ROTH0301.xml|Document ID: roth0301|Photograph taken with a 3A Autographic Kodak folding camera.|Greenbrier Cove|Messer Barn|    |    |    |Smoky Mountains Hiking Club cabin|Porters Flat|Smoky Mountains Hiking Club|Great Smoky Mountains|People and Groups|Structures -- Barns|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Greenbrier Cove; Messer Barn; Smoky Mountains Hiking Club cabin; Porters Flat|Albert Gordon (Dutch) Roth, 1890-1974|1946-07-07|Image/jpeg|http://idserver.utk.edu/?id=200300000002070|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1946 Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Old barn above Smoky Mountains Hiking Club cabin."""|Image
ROTH0467.xml|Document ID: roth0467|Photograph taken with a 3A Autographic Kodak folding camera.|Little Fodderstack|Smoky Mountains Hiking Club|    |    |    |"Charles Albert ""Sonny"" Roth"|Mary Frances Roth|Great Smoky Mountains|Landscapes and Scenery|People and Groups|Waterways and Bodies of Water|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Little Fodderstack|Albert Gordon (Dutch) Roth, 1890-1974|1936-04-05|Image/jpeg|http://idserver.utk.edu/?id=200300000002236|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1936, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Smoky Mountains Hiking Club crossing on ferry on way back from Little Fodder Stack."""|Image
ROTH0473.xml|Document ID: roth0473|Photograph taken with a 3A Autographic Kodak folding camera.|Tremont|Great Smoky Mountains|    |    |    |Landscapes and Scenery|    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Tremont|Albert Gordon (Dutch) Roth, 1890-1974|1935-04|Image/jpeg|http://idserver.utk.edu/?id=200300000002242|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1935 Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Little River Lumber Company at Tremont."""|Image
ROTH0315.xml|Document ID: roth0315|Photograph taken with a 3A Autographic Kodak folding camera.|Yellow Creek Mountain|People and Groups|    |    |    |    |    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Yellow Creek Mountain|Albert Gordon (Dutch) Roth, 1890-1974|1946-05-19|Image/jpeg|http://idserver.utk.edu/?id=200300000002084|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1946 Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Yellow Creek Mountain."""|Image
ROTH0329.xml|Document ID: roth0329|Photograph taken with a 3A Autographic Kodak folding camera.|Indian Gap|Newfound Gap|    |    |    |Clingmans Dome Road|Great Smoky Mountains|Roads and Trails|Structures -- Bridges|    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Indian Gap; Newfound Gap; Clingmans Dome Road|Albert Gordon (Dutch) Roth, 1890-1974|1937-07-11|Image/jpeg|http://idserver.utk.edu/?id=200300000002098|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1937, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Tunnel under highway between Indian Gap and Newfound Gap."""|Image
ROTH0842.xml|Document ID: roth0842|Photograph taken with a 3A Autographic Kodak folding camera.|Brushy Mountain|Smoky Mountains Hiking Club|    |    |    |Great Smoky Mountains|People and Groups|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Brushy Mountain|Albert Gordon (Dutch) Roth, 1890-1974|    |Image/jpeg|http://idserver.utk.edu/?id=200300000002610|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Smoky Mountains Hiking Club on the way to Brushy Mountain."""|Image
ROTH0856.xml|Document ID: roth0856|Photograph taken with a 3A Autographic Kodak folding camera.|Mount Le Conte|Cliff Top|    |    |    |Great Smoky Mountains|Landscapes and Scenery|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Mount Le Conte; Cliff Top|Albert Gordon (Dutch) Roth, 1890-1974|    |Image/jpeg|http://idserver.utk.edu/?id=200300000002624|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |No Original Caption|Image
ROTH0665.xml|Document ID: roth0665|Photograph taken with a 3A Autographic Kodak folding camera.|Silers Bald|Appalachian Trail|    |    |    |Great Smoky Mountains|Balds|People and Groups|    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Silers Bald; Appalachian Trail|Albert Gordon (Dutch) Roth, 1890-1974|    |Image/jpeg|http://idserver.utk.edu/?id=200300000002434|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""At the lean-to on Silers Bald."""|Image
ROTH0103.xml|Document ID: roth0103|Photograph taken with a 3A Autographic Kodak folding camera.|Alum Cave Bluff|Alum Cave Trail|    |    |    |Great Smoky Mountains|Flora and Fauna|Landscapes and Scenery|    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Alum Cave Bluff; Alum Cave Trail|Albert Gordon (Dutch) Roth, 1890-1974|1931-06-14|Image/jpeg|http://idserver.utk.edu/?id=200300000001873|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1931, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Alum Cave Bluffs."""|Image
ROTH0117.xml|Document ID: roth0117|Photograph taken with a 3A Autographic Kodak folding camera.|Indian Gap|Smoky Mountains Hiking Club|    |    |    |Great Smoky Mountains|People and Groups|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Indian Gap|Albert Gordon (Dutch) Roth, 1890-1974|1927-11-06|Image/jpeg|http://idserver.utk.edu/?id=200300000001887|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1927, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Smoky Mountains Hiking Club at Indian Gap."""|Image
ROTH0671.xml|Document ID: roth0671|Photograph taken with a 3A Autographic Kodak folding camera.|Skyland|Landscapes and Scenery|    |    |    |    |    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Skyland|Albert Gordon (Dutch) Roth, 1890-1974|1930-05-31|Image/jpeg|http://idserver.utk.edu/?id=200300000002440|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1930, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Skyland, Virginia."""|Image
ROTH0881.xml|Document ID: roth0881|Photograph taken with a 3A Autographic Kodak folding camera.|    |    |    |    |    |    |    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |Albert Gordon (Dutch) Roth, 1890-1974|    |Image/jpeg|http://idserver.utk.edu/?id=200300000002649|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|Waterfalls and Cascades|No Original Caption|Image
ROTH0659.xml|Document ID: roth0659|Photograph taken with a 3A Autographic Kodak folding camera.|Fall Creek Falls|"Charles Albert ""Sonny"" Roth"|    |    |    |Waterfalls and Cascades|    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Fall Creek Falls|Albert Gordon (Dutch) Roth, 1890-1974|1936-03-22|Image/jpeg|http://idserver.utk.edu/?id=200300000002428|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1936, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Charles Albert ""Sonny"" Roth at Fall Creek Falls."""|Image
ROTH0895.xml|Document ID: roth0895|Photograph taken with a 3A Autographic Kodak folding camera.|    |    |    |    |    |    |    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |Albert Gordon (Dutch) Roth, 1890-1974|    |Image/jpeg|http://idserver.utk.edu/?id=200300000002663|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|People and Groups|No Original Caption|Image
